payment_order_id,payment_amount,payment_fee,payment_method,payment_status
71116195,236.6,0,VOUCHER_DC,PAID
71116318,50.8,0.76,VOUCHER_DC,PAID
71116375,43,0.65,ONLINE,PAID
71116518,24.9,0.37,ONLINE,PAID
71116554,60.4,1.63,ONLINE,PAID
71116665,25,0.25,ONLINE,PAID
71116666,33.9,0.51,ONLINE,PAID
71116731,31.8,0.48,ONLINE,PAID
71116797,10,0,VOUCHER,PAID
71116888,44.3,0.66,ONLINE,PAID
71117143,28.9,0.58,DEBIT,PAID
71117219,164.4,2.3,DEBIT,PAID
71117226,69.7,1.39,ONLINE,PAID
71117288,106.7,2.88,ONLINE,PAID
71117289,41.7,0.63,ONLINE,PAID
71117290,94.7,1.42,ONLINE,PAID
71117349,169.49,3.39,ONLINE,PAID
71117453,201.69,4.03,ONLINE,PAID
71117456,10,0,VOUCHER,PAID
71117491,179.1,4.84,ONLINE,PAID
71117559,36.9,0.55,ONLINE,PAID
71117639,13.9,0.21,ONLINE,PAID
71117640,156.4,3.13,ONLINE,PAID
71117767,83.9,1.26,ONLINE,PAID
71117847,130.2,3.52,ONLINE,PAID
71117907,2431.36,48.63,STORE_DIRECT_PAYMENT,PAID
71117936,16.9,0.25,ONLINE,PAID
71118105,107,1.61,ONLINE,PAID
71118301,28.2,0.42,ONLINE,PAID
71118327,15,0,VOUCHER,PAID
71118403,116.9,1.75,ONLINE,PAID
71118524,80.2,1.12,ONLINE,PAID
71118527,65,0,ONLINE,PAID
71118565,104.33,2.09,ONLINE,PAID
71118570,24.8,0.37,ONLINE,PAID
71118647,131.9,1.98,ONLINE,PAID
71118702,125.7,1.87,ONLINE,PAID
71118752,29.4,0.44,ONLINE,PAID
71118883,10,0,VOUCHER,PAID
71118891,112.9,3.05,ONLINE,PAID
71118893,96.89,1.94,DEBIT_STORE,PAID
71118895,37.9,0.57,ONLINE,PAID
71118945,42.6,0.64,ONLINE,PAID
71118959,29.8,0.39,ONLINE,PAID
71118976,40.09,0.6,ONLINE,PAID
71119000,66.4,1.79,ONLINE,PAID
71119004,36.46,0.55,ONLINE,PAID
71119148,9.9,0,VOUCHER,PAID
71119152,107.33,2.15,ONLINE,PAID
71119156,192.6,5.2,ONLINE,PAID
71119198,179.05,4.83,ONLINE,PAID
71119208,192.2,5.19,ONLINE,PAID
71119296,18.89,0.28,ONLINE,PAID
71119353,355.6,7.11,ONLINE,PAID
71119516,29.9,0.45,DEBIT,PAID
71119592,108.22,2.16,ONLINE,PAID
71119701,10,0,VOUCHER,PAID
71119709,130.47,2.61,ONLINE,PAID
71119902,114.39,2.29,ONLINE,PAID
71119908,143.8,3.88,ONLINE,PAID
71120098,54.9,0.82,ONLINE,PAID
71120233,10,0,VOUCHER,CHARGEBACK
71120234,29.39,0.44,ONLINE,PAID
71120327,799.96,16,STORE_DIRECT_PAYMENT,PAID
71120733,98.53,1.97,ONLINE,PAID
71120937,114.39,2.29,ONLINE,PAID
71121090,69.3,0.97,ONLINE,PAID
71121266,11.9,0.18,ONLINE,PAID
71121386,39.9,0.6,ONLINE,PAID
71121419,236.6,6.39,ONLINE,PAID
71121554,21.2,0.32,ONLINE,PAID
71121556,25.4,0.38,ONLINE,PAID
71121580,31.2,0.47,ONLINE,PAID
71121644,81.8,2.21,ONLINE,PAID
71121645,46.9,0.94,ONLINE,PAID
71121707,39.9,0.6,ONLINE,PAID
71121764,32.5,0.49,ONLINE,PAID
71121800,191.2,5.16,ONLINE,PAID
71121942,86.8,1.17,DEBIT,PAID
71121987,53.7,0.81,ONLINE,PAID
71122029,48,0.72,ONLINE,PAID
71122065,37.9,0.57,ONLINE,PAID
71122071,100.8,2.72,ONLINE,PAID
71122272,66.7,0,MEAL_BENEFIT,PAID
71122274,17.9,0.27,ONLINE,PAID
71122407,30.2,0.45,ONLINE,PAID
71122441,75.4,2.04,ONLINE,PAID
71122464,429.99,8.6,ONLINE,PAID
71122599,37.9,0.57,ONLINE,PAID
71122673,35.8,0.54,ONLINE,PAID
71122681,23.9,0.36,ONLINE,PAID
71122777,54.7,0.82,ONLINE,PAID
71122850,40.6,0.57,ONLINE,PAID
71122957,109.33,2.19,ONLINE,PAID
71122960,43.7,0.66,DEBIT,PAID
71123247,140.3,3.79,ONLINE,PAID
71123322,21.7,0.33,ONLINE,PAID
71123430,106.9,2.89,ONLINE,PAID
71123530,12,0,VOUCHER,PAID
71123791,170.8,4.61,ONLINE,PAID
71123873,70.4,1.9,ONLINE,PAID
71123875,232.5,6.28,ONLINE,PAID
71123966,58.7,4.11,ONLINE,PAID
71124041,108.7,2.93,ONLINE,PAID
71124198,66.8,1.8,ONLINE,PAID
71124380,86.8,1.3,ONLINE,PAID
71124381,64.4,0,VOUCHER_STORE,PAID
71124707,31.15,0.47,ONLINE,PAID
71124959,75.9,1.06,ONLINE,PAID
71124973,25.9,0.39,ONLINE,PAID
71124978,24.9,0.37,ONLINE,PAID
71125063,89.3,2.41,ONLINE,PAID
71125163,161.8,2.43,ONLINE,PAID
71125219,144.3,3.9,ONLINE,PAID
71125274,278.2,7.51,ONLINE,PAID
71125580,16.9,0.25,ONLINE,PAID
71125683,58.9,0.88,ONLINE,PAID
71125714,37.9,0.57,ONLINE,PAID
71125840,69,1.04,ONLINE,PAID
71126029,37.9,0.57,ONLINE,PAID
71126140,117.5,3.17,ONLINE,PAID
71126225,10,0,VOUCHER,PAID
71126284,22,0.33,DEBIT_STORE,PAID
71126363,82.8,1.24,ONLINE,PAID
71126718,44.8,0.67,ONLINE,PAID
71126767,18,0.27,ONLINE,PAID
71126773,39.9,0.6,ONLINE,PAID
71126915,223.5,6.03,ONLINE,PAID
71126916,68.9,1.03,ONLINE,PAID
71126996,178.04,2.67,ONLINE,PAID
71126998,73.7,1.99,ONLINE,PAID
71127046,45.8,0.69,ONLINE,PAID
71127100,117.3,1.76,CREDIT,PAID
71127144,142.8,3.86,ONLINE,PAID
71127206,105.8,2.86,ONLINE,PAID
71127270,129.15,3.49,ONLINE,PAID
71127275,50.7,0.76,ONLINE,PAID
71127346,61.8,0.93,ONLINE,PAID
71127399,90.3,1.17,ONLINE,PAID
71127428,25,0.38,ONLINE,PAID
71127513,121.9,0,MEAL_BENEFIT,PAID
71127838,115.1,1.73,ONLINE,PAID
71128258,89.3,1.25,ONLINE,PAID
71128345,91.8,2.48,ONLINE,PAID
71128365,222,5.99,ONLINE,PAID
71128699,262.6,7.09,ONLINE,PAID
71128745,164.2,4.43,ONLINE,PAID
71128850,32.8,0.49,ONLINE,PAID
71128957,37.7,1.02,ONLINE,PAID
71129037,80.7,5.65,ONLINE,PAID
71129215,34.9,0.52,ONLINE,PAID
71129308,117.7,3.18,ONLINE,PAID
71129340,27.3,0.41,ONLINE,PAID
71129425,43,0.65,ONLINE,PAID
71129494,10,0,VOUCHER,PAID
71129515,208.9,5.64,ONLINE,PAID
71129516,22.4,0.34,ONLINE,PAID
71129638,39.9,0.6,ONLINE,PAID
71129893,20.19,0.3,ONLINE,PAID
71129894,24.9,0.37,DEBIT,PAID
71129991,49.9,0.75,ONLINE,PAID
71130097,161.2,4.35,ONLINE,PAID
71130202,56.7,0.85,ONLINE,PAID
71130207,20,0,VOUCHER,PAID
71130208,180.45,4.87,ONLINE,PAID
71130209,137.1,3.7,ONLINE,PAID
71130275,16.9,0.25,ONLINE,PAID
71130277,237,3.53,ONLINE,PAID
71130382,26.9,0.4,ONLINE,PAID
71130411,64.9,0.97,ONLINE,PAID
71130565,34.4,0.52,ONLINE,PAID
71130603,45.9,0.6,ONLINE,PAID
71130605,51.9,0.78,ONLINE,PAID
71130657,145.3,3.92,ONLINE,PAID
71130777,20.8,0.31,ONLINE,PAID
71130872,97.8,2.64,ONLINE,PAID
71130945,91.7,1.38,ONLINE,PAID
71131067,73,1.1,ONLINE,PAID
71131109,75.9,1.14,ONLINE,PAID
71131110,57.8,0.87,ONLINE,PAID
71131167,42.9,0.64,ONLINE,PAID
71131204,76.4,2.06,ONLINE,PAID
71131223,98.4,2.66,ONLINE,PAID
71131237,61.8,1.67,ONLINE,PAID
71131251,176.8,2.48,ONLINE,PAID
71131273,16.9,0.25,ONLINE,PAID
71131472,86.8,2.34,ONLINE,PAID
71131473,39.79,0.6,ONLINE,PAID
71131733,100.8,1.41,ONLINE,PAID
71131826,75.9,1.14,ONLINE,PAID
71131845,55.7,0.84,ONLINE,PAID
71131954,111.8,3.02,ONLINE,PAID
71132094,137.3,3.71,ONLINE,PAID
71132096,113.7,3.07,ONLINE,PAID
71132216,38.9,0.58,ONLINE,PAID
71132552,174.7,4.72,ONLINE,PAID
71132570,65,0.98,ONLINE,PAID
71132614,85.4,1.2,ONLINE,PAID
71132638,58.9,0.88,ONLINE,PAID
71132737,113.5,1.48,ONLINE,PAID
71132804,106.83,2.14,ONLINE,PAID
71132940,69.7,1.05,ONLINE,PAID
71133130,128,1.92,ONLINE,PAID
71133212,86.9,2.35,ONLINE,PAID
71133364,115.6,3.12,ONLINE,PAID
71133366,209,2.09,ONLINE,PAID
71133498,116.2,3.14,ONLINE,PAID
71133594,65.7,0.99,ONLINE,PAID
71133914,99.7,2.69,ONLINE,PAID
71133975,26.6,0.4,ONLINE,PAID
71133983,27,0.41,ONLINE,PAID
71134141,152.7,4.12,ONLINE,PAID
71134142,42.24,0.63,MONEY,PAID
71134147,69.8,1.05,ONLINE,PAID
71134176,171.1,4.62,ONLINE,PAID
71134266,103.5,1.45,ONLINE,PAID
71134389,91.8,2.48,ONLINE,PAID
71134483,75.4,2.04,ONLINE,PAID
71134520,52.9,0.79,ONLINE,PAID
71134589,55.9,1.51,ONLINE,PAID
71134659,30.8,0.46,ONLINE,PAID
71134721,84.2,5.89,ONLINE,PAID
71134735,129.4,3.49,ONLINE,PAID
71134737,69.9,0.91,ONLINE,PAID
71134747,65.9,1.78,ONLINE,PAID
71134843,110.3,1.64,ONLINE,PAID
71134847,19.7,0.3,ONLINE,PAID
71134871,49.9,0.75,ONLINE,PAID
71134875,67.5,0.95,ONLINE,PAID
71134931,40.8,0.61,ONLINE,PAID
71134960,249.9,6.75,ONLINE,PAID
71135000,45.6,0.64,ONLINE,PAID
71135198,157.75,4.26,ONLINE,PAID
71135240,139.4,3.76,ONLINE,PAID
71135367,126.8,3.42,ONLINE,PAID
71135567,46.8,1.26,ONLINE,PAID
71135568,74.7,2.02,ONLINE,PAID
71135581,77.5,1.09,ONLINE,PAID
71135689,124.15,3.35,ONLINE,PAID
71135731,144.7,3.91,ONLINE,PAID
71135777,52.7,0.69,ONLINE,PAID
71135793,162.75,4.39,ONLINE,PAID
71135902,103.6,1.45,ONLINE,PAID
71135967,63,0.95,ONLINE,PAID
71136051,67.8,1.83,ONLINE,PAID
71136205,122.2,3.3,ONLINE,PAID
71136207,117.7,1.77,ONLINE,PAID
71136240,86.7,2.34,ONLINE,PAID
71136602,103.7,1.56,ONLINE,PAID
71136603,39.8,0.6,ONLINE,PAID
71136604,33.39,0.5,ONLINE,PAID
71136608,89.9,1.35,ONLINE,PAID
71136615,58,0.87,ONLINE,PAID
71136665,42.79,0.64,ONLINE,PAID
71136736,61.2,0.92,ONLINE,PAID
71136959,198.1,5.35,ONLINE,PAID
71137038,108.3,2.92,ONLINE,PAID
71137045,76.89,1.15,ONLINE,PAID
71137226,67.8,1.83,ONLINE,PAID
71137365,126,3.4,ONLINE,PAID
71137398,57.7,0.75,ONLINE,PAID
71137483,113.3,3.06,ONLINE,PAID
71137493,239.3,6.46,ONLINE,PAID
71137577,244.2,6.59,ONLINE,PAID
71137852,79.49,1.19,ONLINE,PAID
71137853,107.8,1.62,ONLINE,PAID
71137895,47.8,1.29,ONLINE,PAID
71138032,33.8,0.51,ONLINE,PAID
71138113,39.4,0.51,ONLINE,PAID
71138216,129.7,3.5,ONLINE,PAID
71138218,418,8.36,ONLINE,PAID
71138246,195.1,5.27,ONLINE,PAID
71138388,74.8,2.02,ONLINE,PAID
71138397,83.85,2.26,ONLINE,PAID
71138401,5,0,VOUCHER,PAID
71138679,16.9,0.25,ONLINE,PAID
71138743,159.2,4.3,ONLINE,PAID
71138901,64,0.96,ONLINE,PAID
71138905,149.8,4.04,ONLINE,PAID
71139191,111.6,3.01,ONLINE,PAID
71139254,10,0,VOUCHER,CHARGEBACK
71139383,24.39,0.37,ONLINE,PAID
71139502,57.9,0.87,ONLINE,PAID
71139556,81.9,1.06,ONLINE,PAID
71139714,48.8,0.73,ONLINE,PAID
71139737,48.9,0.73,ONLINE,PAID
71139939,144.75,3.91,ONLINE,PAID
71139970,184.5,2.77,ONLINE,PAID
71139980,181.7,4.91,ONLINE,PAID
71139984,9.75,0.15,ONLINE,PAID
71139998,79.3,1.11,DEBIT,PAID
71140012,166.2,4.49,ONLINE,PAID
71140051,103.7,2.8,ONLINE,PAID
71140075,160.3,4.33,ONLINE,PAID
71140144,207.3,3.11,ONLINE,PAID
71140241,95.8,1.44,ONLINE,PAID
71140344,54.7,0.82,ONLINE,PAID
71140352,191.3,2.87,DEBIT,PAID
71140354,99.9,2.7,ONLINE,PAID
71140394,228.5,6.17,ONLINE,PAID
71140443,50.24,1,ONLINE,PAID
71140555,74.7,1.12,ONLINE,PAID
71140606,55.59,0.83,ONLINE,PAID
71140607,39.9,0.6,ONLINE,PAID
71140692,157.1,2.36,ONLINE,PAID
71140883,42,0.59,ONLINE,PAID
71140885,67.8,1.83,ONLINE,PAID
71140907,223.1,6.02,ONLINE,PAID
71140914,24,0.36,ONLINE,PAID
71141144,24.9,0.37,ONLINE,PAID
71141394,87.3,1.31,ONLINE,PAID
71141628,190.8,5.15,ONLINE,PAID
71141808,74.04,5.18,ONLINE,PAID
71141917,47.36,0.71,ONLINE,PAID
71142091,5,0,VOUCHER,PAID
71142178,28.39,0.43,ONLINE,PAID
71142414,155.3,4.19,ONLINE,PAID
71142440,25.8,0.39,ONLINE,PAID
71142464,90.3,2.44,ONLINE,PAID
71142581,100.3,2.71,ONLINE,PAID
71142648,168.8,2.53,ONLINE,PAID
71142655,46.2,0.65,ONLINE,PAID
71142812,53.8,0.81,ONLINE,PAID
71142846,39.9,0.6,ONLINE,PAID
71142882,165.7,4.47,ONLINE,PAID
71143042,131.9,3.56,ONLINE,PAID
71143138,222.6,6.01,ONLINE,PAID
71143380,144.3,3.9,ONLINE,PAID
71143383,149.05,4.02,ONLINE,PAID
71143484,126,1.89,ONLINE,PAID
71143506,23.9,0.36,ONLINE,PAID
71143651,25.8,0.39,ONLINE,PAID
71143800,144.6,3.9,ONLINE,PAID
71143802,25,0.38,ONLINE,PAID
71143804,64.4,1.74,ONLINE,PAID
71143876,143.3,3.87,ONLINE,PAID
71144233,25.8,0.39,ONLINE,PAID
71144234,43.2,0.65,ONLINE,PAID
71144381,102.7,2.77,ONLINE,PAID
71144410,42.8,0.64,ONLINE,PAID
71144423,44,0.66,CREDIT,PAID
71144432,131.3,3.55,ONLINE,PAID
71144466,124.75,3.37,ONLINE,PAID
71144484,93.25,2.52,ONLINE,PAID
71144531,40.9,0.61,ONLINE,PAID
71144533,105.3,2.84,ONLINE,PAID
71144855,124.3,3.36,ONLINE,PAID
71145012,61.8,0.93,ONLINE,PAID
71145042,149.2,4.03,ONLINE,PAID
71145137,86.1,1.29,ONLINE,PAID
71145279,120.9,3.26,ONLINE,PAID
71145284,120.7,1.81,ONLINE,PAID
71145438,320.1,8.64,ONLINE,PAID
71145500,40,0.6,ONLINE,PAID
71145505,37.8,0.57,ONLINE,PAID
71145513,151.5,2.26,ONLINE,PAID
71145530,45.8,0.6,ONLINE,PAID
71145561,151.3,4.09,ONLINE,PAID
71145612,25.8,0,MEAL_BENEFIT,PAID
71145742,67.8,1.83,ONLINE,PAID
71145797,33.8,0.51,VOUCHER_OL,PAID
71145845,70.6,1.06,ONLINE,PAID
71145937,30.9,0.46,ONLINE,PAID
71145969,48.6,0.73,ONLINE,PAID
71145981,86.8,2.34,ONLINE,PAID
71146029,69.4,1.87,ONLINE,PAID
71146067,175.3,4.73,ONLINE,PAID
71146115,68.4,1.03,ONLINE,PAID
71146184,93,1.4,ONLINE,PAID
71146201,99.25,2.68,ONLINE,PAID
71146214,139.9,3.78,ONLINE,PAID
71146270,180.9,4.88,ONLINE,PAID
71146330,86.8,2.34,ONLINE,PAID
71146361,169.15,4.57,ONLINE,PAID
71146495,74,0.96,ONLINE,PAID
71146498,34.49,0.52,ONLINE,PAID
71146502,35.9,0.54,ONLINE,PAID
71146677,145.3,3.92,ONLINE,PAID
71146681,37.8,0.53,DEBIT,PAID
71146746,43.6,0.61,DEBIT,PAID
71146978,179.2,4.84,ONLINE,PAID
71147061,173.2,4.68,ONLINE,PAID
71147090,86.8,2.34,ONLINE,PAID
71147102,219,3.29,ONLINE,PAID
71147223,364.7,9.85,ONLINE,PAID
71147303,22,0.33,ONLINE,PAID
71147430,56.4,0,ONLINE,PAID
71147463,133.05,3.59,ONLINE,PAID
71147580,33.6,0.5,ONLINE,PAID
71147870,105.7,7.4,ONLINE,PAID
71147871,160.5,4.33,ONLINE,PAID
71147890,13.8,0.21,ONLINE,PAID
71148049,105,2.84,ONLINE,PAID
71148145,99.25,2.68,ONLINE,PAID
71148208,182.8,2.74,ONLINE,PAID
71148251,202.8,5.48,ONLINE,PAID
71148290,33.9,0.51,ONLINE,PAID
71148328,132.85,3.59,ONLINE,PAID
71148388,139.2,3.76,ONLINE,PAID
71148472,67.3,1.82,ONLINE,PAID
71148505,232.5,6.28,ONLINE,PAID
71148530,41.9,0.63,ONLINE,PAID
71148538,181.6,4.9,ONLINE,PAID
71148557,109.2,1.64,ONLINE,PAID
71148754,65.89,0.86,ONLINE,PAID
71148994,328.5,8.87,ONLINE,PAID
71149058,201.5,5.44,ONLINE,PAID
71149059,184.9,4.99,ONLINE,PAID
71149217,37.8,0.57,ONLINE,PAID
71149606,167.9,2.52,DEBIT,PAID
71149644,25.8,0.34,ONLINE,PAID
71149721,57.8,1.56,ONLINE,PAID
71149893,157.2,2.36,ONLINE,PAID
71149997,198.7,5.36,ONLINE,PAID
71150105,40.7,0,MEAL_BENEFIT,PAID
71150165,112.25,3.03,ONLINE,PAID
71150218,145.3,3.92,ONLINE,PAID
71150221,77.8,1.17,ONLINE,PAID
71150275,67.8,1.83,ONLINE,PAID
71150388,93,1.4,ONLINE,PAID
71150480,29.8,0.45,ONLINE,PAID
71150657,236.9,3.55,ONLINE,PAID
71150750,125.3,1.87,ONLINE,PAID
71150752,44,0.66,ONLINE,PAID
71150876,82.25,1.23,ONLINE,PAID
71150877,51.4,1.39,ONLINE,PAID
71150905,46.7,0.7,ONLINE,PAID
71150914,126.7,3.42,ONLINE,PAID
71151171,80.7,1.21,ONLINE,PAID
71151173,22.9,0.46,ONLINE,PAID
71151227,114.3,3.09,ONLINE,PAID
71151439,46.7,0.7,ONLINE,PAID
71151465,83.9,1.26,ONLINE,PAID
71151683,54.09,0.81,ONLINE,PAID
71151694,191.5,5.17,ONLINE,PAID
71151729,82.7,2.23,ONLINE,PAID
71151785,25,0.38,ONLINE,PAID
71151879,59.9,0.9,ONLINE,PAID
71152294,106.6,1.6,ONLINE,PAID
71152342,93.75,2.53,ONLINE,PAID
71152344,139.2,3.76,ONLINE,PAID
71152739,39.9,0.6,ONLINE,PAID
71152741,115.3,3.11,ONLINE,PAID
71152751,86.8,2.34,ONLINE,PAID
71152755,108.7,2.93,ONLINE,PAID
71153116,16.9,0.25,ONLINE,PAID
71153138,141.8,1.84,ONLINE,PAID
71153173,68.7,1.03,ONLINE,PAID
71153339,82.8,1.24,CREDIT,PAID
71153372,55.99,0.84,ONLINE,PAID
71153586,22,0.33,ONLINE,PAID
71153803,16.9,0.25,ONLINE,PAID
71153831,101.2,2.02,ONLINE,PAID
71153866,46.1,0.65,ONLINE,PAID
71153871,236.6,6.39,ONLINE,PAID
71153875,57.8,0.87,ONLINE,PAID
71153913,23.9,0.36,ONLINE,PAID
71153948,136.2,3.68,ONLINE,PAID
71153982,150.3,4.06,ONLINE,PAID
71153991,370.6,10.01,ONLINE,PAID
71154089,119.3,3.22,ONLINE,PAID
71154221,77.1,1.08,ONLINE,PAID
71154338,285.2,7.7,ONLINE,PAID
71154351,302.6,8.17,ONLINE,PAID
71154385,61.9,0.93,ONLINE,PAID
71154446,163.1,2.28,ONLINE,PAID
71154447,29.9,0.45,ONLINE,PAID
71154492,69.8,1.88,ONLINE,PAID
71154507,180.8,4.88,ONLINE,PAID
71154697,86,1.29,CREDIT,PAID
71154831,74.42,1.12,ONLINE,PAID
71155001,39.9,0.6,ONLINE,PAID
71155052,248.6,6.71,ONLINE,PAID
71155193,67.8,1.02,ONLINE,PAID
71155884,149.15,4.03,ONLINE,PAID
71156196,111.5,3.01,ONLINE,PAID
71156303,25,0.38,ONLINE,PAID
71156433,46.2,0.65,ONLINE,PAID
71156529,25.3,0.38,ONLINE,PAID
71156607,249.15,6.73,ONLINE,PAID
71156677,153.3,4.14,ONLINE,PAID
71156750,27.8,0.42,ONLINE,PAID
71156849,145.7,3.93,ONLINE,PAID
71157102,106.8,2.88,ONLINE,PAID
71159966,117.7,1.77,ONLINE,PAID
71160119,134,2.01,ONLINE,PAID
71160141,38.9,0.58,ONLINE,PAID
71160166,86.8,2.34,ONLINE,PAID
71160266,5,0,VOUCHER,PAID
71160290,170.9,4.61,ONLINE,PAID
71160894,74.3,1.04,ONLINE,PAID
71160898,392.3,10.59,ONLINE,PAID
71160901,128.9,3.48,ONLINE,PAID
71161423,105.4,1.58,ONLINE,PAID
71161454,137.3,3.71,ONLINE,PAID
71161502,62.8,1.7,ONLINE,PAID
71161644,149.3,4.03,ONLINE,PAID
71161678,60,0.9,ONLINE,PAID
71163342,45.8,0.69,ONLINE,PAID
71163493,26,0.39,ONLINE,PAID
71163694,125.8,1.89,ONLINE,PAID
71165217,261.82,3.93,ONLINE,PAID
71166776,73.4,1.1,ONLINE,PAID
71167294,144.6,3.9,ONLINE,PAID
71167750,132.6,3.58,ONLINE,PAID
71168065,130.78,1.96,ONLINE,PAID
71168130,79.4,2.14,ONLINE,PAID
71178541,39.9,0.52,ONLINE,PAID
71187480,29,0.44,ONLINE,PAID
71196196,79.9,1.12,ONLINE,PAID
71196444,58.8,1.59,ONLINE,PAID
71196933,66.7,1,ONLINE,PAID
71197139,21.7,0.33,ONLINE,PAID
71197795,10,0,VOUCHER,PAID
71198967,72.7,1.96,ONLINE,PAID
71200700,121.7,3.29,ONLINE,PAID
71200756,66,4.62,ONLINE,PAID
71200779,141.2,3.81,ONLINE,PAID
71200923,24.9,0,VOUCHER,PAID
71200946,19.8,0.3,ONLINE,PAID
71200988,75.39,1.13,ONLINE,PAID
71201031,62.8,0.94,ONLINE,PAID
71201822,86.3,2.33,ONLINE,PAID
71202003,99.7,1.4,ONLINE,PAID
71202035,54.7,0.82,ONLINE,PAID
71202116,161.41,3.23,ONLINE,PAID
71202290,31.9,0.48,ONLINE,PAID
71202293,103.3,2.79,ONLINE,PAID
71202336,40.7,0.61,ONLINE,PAID
71202385,73.2,1.98,ONLINE,PAID
71202424,54.8,3.84,ONLINE,PAID
71202425,33,0.5,ONLINE,PAID
71202475,278.9,7.53,ONLINE,PAID
71202480,93.25,2.52,ONLINE,PAID
71202520,110,1.65,ONLINE,PAID
71202571,17,0.26,ONLINE,PAID
71202576,267.1,7.21,ONLINE,PAID
71202620,54.9,0.82,ONLINE,PAID
71202630,75.9,1.14,VOUCHER_STORE,PAID
71202695,29.8,0.39,ONLINE,PAID
71202918,121.3,3.28,ONLINE,PAID
71202939,143.3,3.87,ONLINE,PAID
71202969,196.8,5.31,ONLINE,PAID
71203062,152.6,4.12,ONLINE,PAID
71203144,125,1.88,ONLINE,PAID
71203150,264,3.96,ONLINE,PAID
71203198,79.9,1.2,ONLINE,PAID
71203261,111.7,3.02,ONLINE,PAID
71203270,90.8,1.36,ONLINE,PAID
71203751,126.2,1.64,ONLINE,PAID
71203846,59.8,0.9,ONLINE,PAID
71203896,80.9,1.21,ONLINE,PAID
71203953,26.9,0.4,ONLINE,PAID
71204039,182.7,2.74,ONLINE,PAID
71204421,102.7,1.54,ONLINE,PAID
71204750,37.86,0.57,ONLINE,PAID
71204867,75.9,1.14,ONLINE,PAID
71204970,58.6,0.88,ONLINE,PAID
71205022,323.4,4.85,DEBIT,PAID
71205165,16.9,0.25,ONLINE,PAID
71205182,67.8,1.83,ONLINE,PAID
71205402,49.4,0.74,ONLINE,PAID
71205429,114.5,1.72,ONLINE,PAID
71205570,147.6,3.99,ONLINE,PAID
71205611,43.7,0,MEAL_BENEFIT,PAID
71205632,52.7,0.79,ONLINE,PAID
71205852,77.3,1,ONLINE,PAID
71206750,108.8,1.63,ONLINE,PAID
71206990,56.4,0.85,ONLINE,PAID
71207060,77.8,1.17,ONLINE,PAID
71207201,39.9,0.6,ONLINE,PAID
71207275,51.8,0.78,ONLINE,PAID
71207328,81.5,1.22,ONLINE,PAID
71207606,49.7,0.75,ONLINE,PAID
71207847,108.53,2.17,ONLINE,PAID
71208025,74.8,1.12,ONLINE,PAID
71208270,219.99,4.4,ONLINE,PAID
71208628,32.8,0.49,ONLINE,PAID
71208703,117.3,3.17,ONLINE,PAID
71208816,39.8,0.52,ONLINE,PAID
71209066,151.1,4.08,ONLINE,PAID
71209125,40.8,0.61,ONLINE,PAID
71209160,121.5,3.28,ONLINE,PAID
71209166,111.7,3.02,ONLINE,PAID
71209280,105.7,1.59,ONLINE,PAID
71209288,56.9,0.85,ONLINE,PAID
71209421,75.4,2.04,ONLINE,PAID
71209435,103.7,2.8,ONLINE,PAID
71209523,87.25,2.36,ONLINE,PAID
71209530,88.5,1.33,ONLINE,PAID
71209588,36.7,0.55,ONLINE,PAID
71209773,140.4,3.79,ONLINE,PAID
71209789,62.8,0.94,DEBIT,PAID
71209812,83.8,2.26,ONLINE,PAID
71209848,62.4,1.68,ONLINE,PAID
71209918,134.55,3.63,ONLINE,PAID
71209920,25.8,0.34,ONLINE,PAID
71210078,136.85,3.69,ONLINE,PAID
71210139,23.9,0.36,ONLINE,PAID
71210168,147.4,3.98,ONLINE,PAID
71210186,63.7,1.72,ONLINE,PAID
71210187,69.4,0,VOUCHER_STORE,PAID
71210237,51.5,0.72,ONLINE,PAID
71210303,94.2,2.54,ONLINE,PAID
71210395,101.7,2.75,ONLINE,PAID
71210425,202.8,5.48,ONLINE,PAID
71210429,56.8,1.53,ONLINE,PAID
71210501,45.9,0.92,ONLINE,PAID
71210603,89.75,2.42,ONLINE,PAID
71210607,83.65,1.67,ONLINE,PAID
71210637,158.4,2.38,ONLINE,PAID
71210657,23.9,0.36,ONLINE,PAID
71210848,63.39,0.95,ONLINE,PAID
71211323,49.39,0.74,ONLINE,PAID
71211355,151.7,4.1,ONLINE,PAID
71211415,98.7,1.48,ONLINE,PAID
71211486,17.9,0.27,ONLINE,PAID
71211493,59.7,0.9,ONLINE,PAID
71211758,156.4,4.22,ONLINE,PAID
71211870,37.96,0.57,ONLINE,PAID
71211915,79.9,1.2,ONLINE,PAID
71211927,20.8,0.31,ONLINE,PAID
71211928,27.8,0.42,ONLINE,PAID
71212207,141.6,3.82,ONLINE,PAID
71212438,26.9,0.4,ONLINE,PAID
71212604,101.7,1.42,ONLINE,PAID
71212694,66.4,1.79,ONLINE,PAID
71212771,136.6,3.69,ONLINE,PAID
71212868,100.8,2.72,ONLINE,PAID
71212896,53.6,0.75,ONLINE,PAID
71212929,71.4,1.93,ONLINE,PAID
71213019,85.85,2.32,ONLINE,PAID
71213091,69.9,1.05,ONLINE,PAID
71213108,148.9,4.02,ONLINE,PAID
71213316,79.9,1.2,ONLINE,PAID
71213406,51.6,0.67,ONLINE,PAID
71213538,131.5,3.55,ONLINE,PAID
71213539,42.2,0.59,ONLINE,PAID
